# #JD, Flux, Err, Zp
2.458582914548600093e+06 -7.731359593175525902e+01 1.805448360241787142e+01 2.589594999999999914e+01
2.458584894230349921e+06 -2.369251596533515070e+01 2.050376242595494602e+01 2.607394999999999996e+01
2.458585915324100293e+06 -8.424211771105345292e+01 1.852549944932230730e+01 2.604329999999999856e+01
2.458586883929399773e+06 -1.350587016037154910e+02 2.677681559305273495e+01 2.607949999999999946e+01
2.458587918090250343e+06 -8.975722033894415119e+01 2.319374475160552151e+01 2.549365000000000236e+01
2.458588923258099705e+06 -4.537671113339109752e+01 2.181570130126932128e+01 2.607809999999999917e+01
2.458589853055600077e+06 -9.455977482509639742e+01 7.377682183948950012e+01 2.511749999999999972e+01
2.458591935167799704e+06 -1.270045763200165538e+02 4.111659376092731577e+01 2.609375000000000000e+01
2.458592872471049894e+06 1.046190713127494121e+02 7.709423860063556333e+01 2.530604999999999905e+01
2.458593856973399874e+06 3.394596816847655418e+01 4.091564060000060721e+01 2.618479999999999919e+01
2.458596871429400053e+06 -8.790365960153054914e+01 2.811367723515201433e+01 2.608644999999999925e+01
2.458597893940949813e+06 -5.688831745963645403e+01 2.479428195973955340e+01 2.610304999999999964e+01
2.458598855960600078e+06 -1.031702561585669997e+02 2.755072007555670055e+01 2.607610000000000028e+01
2.458599994212999940e+06 -2.518649761275659955e+02 5.021773722764889669e+01 2.718120000000000047e+01
2.458600970034699887e+06 -1.200850248533759981e+02 2.557950704298049871e+01 2.609669999999999845e+01
2.458605892280099913e+06 -2.929280525402829838e+01 1.831892132916935978e+01 2.602315000000000111e+01
2.458606809525500052e+06 3.589074805728839834e+01 3.110080355711869871e+01 2.620319999999999894e+01
2.458607857772000134e+06 -5.282997314867289873e+01 1.510634111986132666e+01 2.606759999999999877e+01
2.458608852204849944e+06 -4.760614623815224888e+01 1.871607781768538104e+01 2.577929999999999922e+01
2.458612923923599999e+06 -1.050100280610961079e+01 1.449955258108444944e+01 2.605599999999999739e+01
2.458616916290500201e+06 -9.196084534576054637e+01 1.467376750166415000e+01 2.605279999999999774e+01
2.458617829739550129e+06 -6.801356709803835088e+01 2.203846883125114076e+01 2.605599999999999739e+01
2.458618785908550024e+06 -4.796674213640589812e+01 2.990267102556523326e+01 2.605335000000000178e+01
2.458619848483799957e+06 1.977793205923729980e+00 6.162421651324090277e+01 2.599170000000000158e+01
2.458627894664399792e+06 -5.150157059610349819e+01 2.962951590920230061e+01 2.606709999999999994e+01
2.458628861481449567e+06 -2.621068173679596569e+01 1.704565479399400019e+01 2.603685000000000116e+01
2.458632787540550344e+06 -5.424586677512065336e+01 1.719518781656855921e+01 2.605630000000000024e+01
2.458633853871500120e+06 7.899751412673950313e+00 1.616817108751333976e+01 2.622690000000000055e+01
2.458634854288199916e+06 -6.751051734473048960e+00 1.615065568428320830e+01 2.621849999999999881e+01
2.458635831932900008e+06 -5.770150841417495258e+01 1.330186985352794338e+01 2.606775000000000020e+01
2.458636820937499870e+06 -5.538370164613910163e+01 2.071757444121740122e+01 2.606709999999999994e+01
2.458637814675949980e+06 -7.591107502379824723e+01 1.360615081668658277e+01 2.604475000000000051e+01
2.458638775914349593e+06 -3.656857816250987980e+01 1.522157961436788831e+01 2.605214999999999748e+01
2.458639795272000134e+06 -7.091736454369619480e+01 1.517661205212645470e+01 2.606060000000000088e+01
2.458640754074099939e+06 -7.115655472455944164e+01 1.586172884838328834e+01 2.605105000000000004e+01
2.458641812702550087e+06 -5.650312160731745337e+01 1.421920219798010443e+01 2.607795000000000130e+01
2.458642756290500052e+06 -6.093117570382115389e+01 1.464356833492711552e+01 2.609819999999999851e+01
2.458643769045149907e+06 -8.649496090660589687e+01 1.804372708490856780e+01 2.608530000000000015e+01
2.458644789218749851e+06 -1.019663219345389962e+02 1.817103204768343971e+01 2.608364999999999867e+01
2.458645800821749959e+06 -7.583902685978749503e+01 2.031806478340792310e+01 2.605819999999999936e+01
2.458646740248849615e+06 3.296544800155915311e+01 2.653895466511941592e+01 2.605114999999999981e+01
2.458647766689850017e+06 -1.222005572715025039e+02 2.420900605614626144e+01 2.608484999999999943e+01
2.458648743935150094e+06 -2.345494868806940048e+01 3.906944917167749765e+01 2.606255000000000166e+01
2.458649750503499992e+06 -8.095323863979145074e+01 3.590036685113512505e+01 2.604824999999999946e+01
2.458650803842599969e+06 -9.977569408996369305e+01 4.711080364712459811e+01 2.609260000000000090e+01
2.458651851446799934e+06 -4.993997498277809655e+01 7.032693698987300479e+01 2.626450000000000173e+01
2.458652813090300187e+06 -6.600753629483939733e+01 3.541760352244730825e+01 2.605944999999999823e+01
2.458653723379599862e+06 -8.752251315917999364e+01 4.050291872841960128e+01 2.603290000000000148e+01
2.458654778159700334e+06 -7.204347590635624954e+01 2.479032244565647147e+01 2.604674999999999940e+01
2.458655704079850111e+06 -5.544466334343870528e+01 2.414221937197786971e+01 2.607625000000000171e+01
2.458657852129650302e+06 -7.239922993707802235e+00 2.038699592580960029e+01 2.607090000000000174e+01
2.458658749143499881e+06 -6.710187697524349737e+00 1.787021819862189886e+01 2.607000000000000028e+01
2.458660821736100130e+06 -9.406056067527990194e+01 1.798690140155600048e+01 2.605430000000000135e+01
2.458661812187500298e+06 -8.137454285813129218e+01 1.650689297862022897e+01 2.609315000000000140e+01
2.458662749490700196e+06 -3.544426238179659805e+01 2.297354875266359997e+01 2.609349999999999881e+01
2.458663806643550284e+06 -6.578337133101800305e+01 1.499239528313988146e+01 2.607675000000000054e+01
2.458665854224499781e+06 -1.019633804373520007e+02 2.415615332644939883e+01 2.607989999999999853e+01
2.458666770567100029e+06 -6.189525744195090340e+01 2.003303880020499861e+01 2.609829999999999828e+01
2.458668822418999858e+06 -7.974198637408859724e+01 2.442789936676240004e+01 2.608699999999999974e+01
2.458669826695599593e+06 -9.632397903086425117e+01 1.555329620647565925e+01 2.608889999999999887e+01
2.458670798634300008e+06 -3.060643721609660162e+01 2.382971742249030100e+01 2.608759999999999835e+01
2.458671692951399833e+06 -2.086639089703610139e+01 2.214380662742659922e+01 2.606119999999999948e+01
2.458672726718749851e+06 -1.172471075172449986e+02 1.836709627386318289e+01 2.605984999999999729e+01
2.458673725185200106e+06 -7.727630485851639719e+01 2.498495087294789840e+01 2.609090000000000131e+01
2.458674728686300106e+06 2.621755572337809781e+01 2.117945837576724699e+01 2.625359999999999872e+01
2.458675755005800165e+06 -3.979996126495605324e+01 2.047827275957682858e+01 2.607789999999999964e+01
2.458676753900500014e+06 -5.397686631630350007e+01 3.801514856993389913e+01 2.606960000000000122e+01
2.458677736394700129e+06 -6.213846841496189910e+01 3.000924516689359578e+01 2.624119999999999919e+01
2.458678723333349917e+06 -4.730097697498894860e+01 2.745748242416794938e+01 2.617585000000000051e+01
2.458679725578700192e+06 -7.497537797859689590e+01 3.921852965584500339e+01 2.609750000000000014e+01
2.458680754513899796e+06 -1.123731747017369997e+02 4.906370133750039741e+01 2.609380000000000166e+01
2.458681773362300359e+06 -1.561334505660365153e+02 3.211416053803982606e+01 2.609655000000000058e+01
2.458682785324099939e+06 -1.860810669737495004e+01 3.012951601714073036e+01 2.617839999999999989e+01
2.458685822962999810e+06 -1.185208166644979997e+02 3.013446015536629830e+01 2.606719999999999970e+01
2.458686805428199936e+06 -8.797283755401369376e+01 2.579081049476970122e+01 2.605740000000000123e+01
2.458688863414399792e+06 -5.689989415829239761e+01 3.243436918374570155e+01 2.596890000000000143e+01
2.458691691944450140e+06 -3.538381763854375350e+01 1.550541245322887995e+01 2.604194999999999993e+01
2.458692825023099780e+06 -3.800777714938419649e+01 2.619043876949179861e+01 2.600300000000000011e+01
2.458693714756899979e+06 -1.427660083022169957e+01 3.002901804650949913e+01 2.554720000000000013e+01
2.458694707800900098e+06 -7.956788183201429376e+01 2.431986306885530169e+01 2.607260000000000133e+01
2.458695733993050177e+06 2.410259768920542811e+01 1.850587725175774167e+01 2.622614999999999696e+01
2.458696847314800136e+06 -5.953652968865080197e+01 2.455481292872969945e+01 2.600069999999999837e+01
2.458697680208299775e+06 -8.867949278823979853e+01 2.288511013190129972e+01 2.607539999999999836e+01
2.458698660798599944e+06 -1.145921609501890037e+00 3.388794138254839794e+01 2.570469999999999899e+01
2.458700780769700184e+06 -1.561272140965825095e+01 2.245446168228790640e+01 2.597804999999999964e+01
2.458701667071800213e+06 -4.808164941960129823e+01 5.092208338137699997e+01 2.466920000000000002e+01
2.458702671886600088e+06 -4.129489479947270070e+01 4.138371231968299924e+01 2.469040000000000035e+01
2.458703669004600029e+06 -2.586678812279409954e+02 4.975696566011109923e+01 2.604420000000000002e+01
2.458705666770800017e+06 -5.631640051525789659e+01 2.680327688601573755e+01 2.606980000000000075e+01
2.458707664166700095e+06 -4.652016703096870032e+01 3.851566680552579669e+01 2.607250000000000156e+01
2.458709770069399849e+06 -3.685766624037739803e+01 4.456849894095689990e+01 2.606569999999999965e+01
2.458711797175900079e+06 -1.270757224008253559e+02 3.757862140641950788e+01 2.603589999999999804e+01
2.458713745868099853e+06 -1.164999293847619981e+02 4.271516824851700278e+01 2.603780000000000072e+01
2.458714850885399617e+06 -3.986400926780500242e+01 4.187559854904134937e+01 2.590344999999999942e+01
2.458715826805599965e+06 -2.377191389398959842e+01 4.776872698118140192e+01 2.599299999999999855e+01
2.458720645856500138e+06 -4.880332094404710119e+01 2.684609436626229950e+01 2.603699999999999903e+01
2.458723832384250127e+06 -7.102664444609050065e+01 2.623696434496370955e+01 2.583044999999999902e+01
2.458725746261599939e+06 -4.586199848802350232e+01 2.966986743829360051e+01 2.601709999999999923e+01
2.458728717036999762e+06 -3.374911211318087112e+01 1.880695282378117028e+01 2.604204999999999970e+01
2.458730631597199943e+06 -6.712816731836569772e+01 5.091810203410479829e+01 2.604169999999999874e+01
2.458731653495400213e+06 -3.303885868906780132e+01 6.558869326946690137e+01 2.401360000000000028e+01
2.458732712141199969e+06 -3.957444088448939823e+01 3.464776219698799764e+01 2.601970000000000027e+01
2.458733727210599929e+06 -6.418414062660480113e+01 3.352273276250050316e+01 2.601500000000000057e+01
2.458734643194450065e+06 -9.910188295204324049e+01 2.474027818117027522e+01 2.607090000000000174e+01
2.458735748900500126e+06 -6.751558335606990369e+00 5.107513282591020243e+01 2.597879999999999967e+01
2.458737685463000089e+06 -5.423139315955179995e+01 4.879615488327350192e+01 2.602619999999999933e+01
2.458740763981500175e+06 -9.190904438723569569e+01 4.985297228688789772e+01 2.591590000000000060e+01
2.458742622314800043e+06 -1.145465057325459952e+02 3.985784079578449735e+01 2.507410000000000139e+01
2.458761620463000145e+06 -7.501096265138579611e+01 2.982047740553910131e+01 2.602299999999999969e+01
2.458764617893499788e+06 -5.127371963400789667e+01 3.566543759312269657e+01 2.602299999999999969e+01
2.458768625416699797e+06 -6.941280060334689495e+01 4.968053718048130207e+01 2.600659999999999883e+01
2.458771601365699898e+06 4.112016952716579965e+01 5.748390853751190122e+01 2.599350000000000094e+01
2.458775602152800187e+06 -9.231447468957179581e+01 2.778720242526879858e+01 2.601289999999999836e+01
2.458781590219900012e+06 -1.946179271482110096e+01 7.620384460214970090e+01 2.602949999999999875e+01
2.458790610578699969e+06 -7.292928052848380105e+01 5.995862738112670343e+01 2.598519999999999897e+01
2.458793587314799894e+06 -3.042811274493169904e+01 7.207974030956269473e+01 2.599549999999999983e+01
2.458805577106500044e+06 -1.073596455189020027e+01 9.349179591112749677e+01 2.599729999999999919e+01
2.458855070613400079e+06 -1.355398026491670009e+02 8.867800551619019700e+01 2.615350000000000108e+01
2.458874034606500063e+06 -4.259164696002780204e+01 3.100136360590559903e+01 2.614839999999999876e+01
2.458877073645799886e+06 -7.508988547585990148e+01 3.810107933783169898e+01 2.617699999999999960e+01
2.458880047881899867e+06 7.899188720797729957e+01 8.317691326051209444e+01 2.614789999999999992e+01
2.458886046458300203e+06 -3.864077927884810038e+01 2.939999018735949932e+01 2.617180000000000106e+01
2.458889010706000030e+06 -2.073168222060390065e+01 8.399096818766369665e+01 2.617530000000000001e+01
2.458895028900499921e+06 3.183241366144479834e+00 3.962443175357010006e+01 2.616359999999999886e+01
2.458899024675900117e+06 -1.061317180629699948e+02 2.687883145174169996e+01 2.617160000000000153e+01
2.458905025138900150e+06 -6.527311861676309945e+01 2.961931082482239930e+01 2.617160000000000153e+01
2.458909012963000219e+06 -6.002746831133549676e+01 2.532502296202790149e+01 2.616689999999999827e+01
2.458912015428199898e+06 -1.572273632447140024e+01 4.100971238801390228e+01 2.616489999999999938e+01
