mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
58271.25389,20.208677542775256,nan,5.807160705505205,5.991823039240804,ztfg,False,30,1599.42487,1650.2851
58271.25434,19.77249593058541,nan,4.70118769886706,8.95429964480037,ztfg,False,30,1294.81461,2466.21891
58271.2548,19.69416869015596,nan,6.402696471294008,9.62415302254054,ztfg,False,30,1763.44904,2650.71185
58271.25525,20.11506490672485,nan,8.096933407516604,6.531366178196153,ztfg,False,30,2230.08064,1798.88762
58271.25572,20.319592150516684,nan,-7.886846024686451,5.409948557264198,ztfg,False,30,-2172.21777,1490.02356
58271.25617,20.25282543408721,nan,8.094482122337627,5.753072168914383,ztfg,False,30,2229.4055,1584.52765
58271.25663,20.171565731116356,0.30587260101373953,31.000857552792816,8.733824199437386,ztfg,True,30,8538.34517,2405.49493
58271.25708,19.696031825362184,nan,17.024518132125042,9.607652032646374,ztfg,False,30,4688.94165,2646.1671
58271.25755,20.062383959854728,nan,7.49816700950426,6.856088449413507,ztfg,False,30,2065.16668,1888.32356
58271.258,19.795782748508046,nan,-1.679339081171463,8.764293165176609,ztfg,False,30,-462.52839,2413.88678
58271.25846,20.33128023574565,nan,-1.927783373096331,5.352022140403235,ztfg,False,30,-530.95563,1474.0693
58271.25891,20.1744469621459,nan,8.898755201517726,6.183739854049737,ztfg,False,30,2450.9207,1703.14338
