MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59001.610865,19.953,0.312,38,12,o,0,7.91,344.64262,15.17085,3612.78,8645.44,1.83,1.67,-16.1,-0.421,19.50,20.32,01a59001o0714o
59003.584050,21.469,1.359,9,13,o,0,3.09,344.64262,15.17085,2848.02,6380.24,2.23,1.89,35.5,-0.424,19.34,20.27,02a59003o0724o
59003.595318,-20.169,0.314,-31,10,o,0,2.51,344.64262,15.17085,2862.81,6417.99,2.22,1.88,37.3,-0.429,19.59,20.82,02a59003o0746o
59003.600604,20.002,0.291,36,10,o,0,4.60,344.64262,15.17085,2804.37,6340.56,2.24,1.89,38.6,-0.426,19.60,20.83,02a59003o0757o
59003.610051,-21.589,1.753,-8,15,o,0,3.81,344.64262,15.17085,2786.10,6457.28,2.25,1.92,35.3,-0.426,19.37,20.33,02a59003o0775o
59005.553650,20.850,1.262,17,21,o,0,2.52,344.64262,15.17085,3544.78,8721.15,2.13,1.92,-10.0,-0.401,18.80,19.08,01a59005o0656o
59005.559696,20.457,0.996,24,24,o,0,1.41,344.64262,15.17085,3527.99,8682.94,2.14,1.94,-15.7,-0.409,18.79,19.11,01a59005o0669o
59005.566192,20.135,0.589,32,19,o,0,2.41,344.64262,15.17085,3586.97,8761.24,2.12,1.91,-12.4,-0.404,18.81,19.15,01a59005o0683o
59007.555102,-21.972,3.000,-6,18,o,0,2.19,344.64262,15.17085,2840.11,6381.33,2.13,1.87,31.5,-0.429,18.95,19.35,02a59007o0660o
59007.561963,-20.702,0.917,-19,17,o,0,2.63,344.64262,15.17085,2861.22,6419.93,2.02,1.86,28.4,-0.438,19.00,19.40,02a59007o0674o
59007.564770,-20.385,0.619,-26,16,o,0,4.16,344.64262,15.17085,2802.57,6341.24,2.09,1.85,29.9,-0.432,19.00,19.41,02a59007o0680o
59007.576941,-22.950,6.231,-2,15,o,0,2.03,344.64262,15.17085,2775.92,6457.29,2.08,1.83,30.1,-0.429,19.05,19.51,02a59007o0705o
59009.585063,-20.906,5.274,-16,83,o,0,1.09,344.64262,15.17085,3841.62,4362.99,2.72,2.41,-5.8,-0.380,17.54,18.29,01a59009o0729o
59009.595107,18.806,0.739,109,80,o,0,1.25,344.64262,15.17085,3823.50,4327.13,2.51,2.19,-9.7,-0.385,17.72,18.65,01a59009o0749o
59009.598794,19.138,1.287,80,103,o,0,1.11,344.64262,15.17085,3881.30,4404.33,2.56,2.32,-5.5,-0.377,17.09,18.15,01a59009o0757o
59009.609413,19.849,1.758,42,73,o,0,1.47,344.64262,15.17085,3900.84,4288.84,2.50,2.18,-29.8,-0.406,17.38,18.89,01a59009o0777o
59009.617930,19.509,1.546,57,88,o,0,1.02,344.64262,15.17085,3860.42,4347.19,2.57,2.00,-0.4,-0.367,17.22,17.85,01a59009o0793o
59013.593105,19.201,0.179,76,14,o,0,3.24,344.64262,15.17085,3838.39,4365.43,2.09,1.93,-7.0,-0.404,19.39,20.26,01a59013o0737o
59013.598679,19.653,0.317,50,16,o,0,1.73,344.64262,15.17085,3817.76,4326.14,2.31,1.82,-4.3,-0.392,19.20,21.20,01a59013o0748o
59013.601995,19.776,0.264,45,12,o,0,3.88,344.64262,15.17085,3876.46,4404.86,2.12,1.94,-11.4,-0.400,19.40,20.25,01a59013o0754o
59013.609027,19.681,0.262,49,13,o,0,5.46,344.64262,15.17085,3896.34,4290.01,2.06,1.87,-18.0,-0.399,19.32,20.51,01a59013o0768o
59017.568070,18.431,0.069,154,11,o,0,4.42,344.64262,15.17085,9096.81,181.35,2.24,1.97,-48.1,-0.400,19.72,21.04,01a59017o0696o
59017.569453,19.619,0.232,52,12,o,0,3.17,344.64262,15.17085,9874.21,10424.76,2.13,1.93,40.1,-0.430,19.70,20.93,01a59017o0699o
59017.571293,18.742,0.100,116,12,o,0,3.63,344.64262,15.17085,9076.76,142.42,2.22,1.95,-52.6,-0.396,19.71,20.97,01a59017o0703o
59017.572680,19.366,0.162,65,10,o,0,6.53,344.64262,15.17085,9854.46,10385.59,2.11,1.93,46.5,-0.422,19.68,20.97,01a59017o0706o
59017.582095,18.843,0.101,105,11,o,0,4.67,344.64262,15.17085,9133.52,219.19,2.26,1.99,-39.2,-0.397,19.70,20.98,01a59017o0726o
59017.592758,18.486,0.098,146,14,o,0,10.66,344.64262,15.17085,9917.07,10467.92,2.15,1.98,48.1,-0.408,19.71,20.99,01a59017o0748o
59017.595126,20.237,0.494,29,14,o,0,3.61,344.64262,15.17085,9154.14,102.05,2.16,1.97,-50.2,-0.377,19.71,20.93,01a59017o0752o
59017.602717,19.638,0.206,51,10,o,0,5.30,344.64262,15.17085,9935.47,10345.68,2.18,1.90,65.9,-0.411,19.70,20.97,01a59017o0766o
59021.531036,18.429,0.084,154,13,o,0,4.45,344.64262,15.17085,9866.08,10428.32,2.26,2.10,16.5,-0.439,19.44,20.62,01a59021o0603o
